 ,Family Name,Looked at?,Variation,Algo ID,Algorithm Description,Final Call,Exact Problem Statement?,Exact?,Time Complexity (Average),Average Case Distribution,Reference?,,Algorithm Name,Year,Paper/Reference Link,Constants,Derived?,Paper Reference for Constants,Time Complexity Improvement?,Transition Class,Time Complexity Class,Param: Time Class,Time Complexity (Worst Only),Parallel Algorithm Span/Depth,Span Encoding (T_1),Parallel Algorithm Span References,Parallel Algorithm Work,Work Encoding (T_inf),Parallel Algorithm Work References,Reference mentions work efficiency?,Parameter definitions,Preferred Parameter,Time Complexity Reference,Derived Time Complexity?,Computational Model,Model Encoding,Unit of Space,Space Complexity Class,Param: Space Class,Space Complexity (Auxiliary),Space Complexity Reference,Derived Space Complexity?,Space Complexity in Original Paper?,Interesting Space Complexity?,Randomized?,"Type of Randomized Algorithm (e.g. Las Vegas, Monte Carlo, Atlantic City)",Approximate?,Approximation Factor (if approximate algorithm),Heuristic-based?,Parallel?,"# of
Processors",# of Proc Encoding,Quantum?,GPU-based?,Other References,Problem Statement,Notes,"Algorithm family
parameters",Description of Inputs,Ratios of input parameter sizes,Space n = 1000 value,Space n = 1000 rate,Space n = 10^6 value,Space n = 10^6 rate,Space n = 10^9 value,Space n = 10^9 rate,n = 1000 value,n = 1000 scale,n = 1000 Rate,n = 10^6 value,n = 10^6 scale,n = 10^6 Rate,n = 10^9 value,n = 10^9 scale,n = 10^9 Rate,Starting Complexity,Remarks,Papers for ratio evaluations,Domains
49,Nearest Neighbor Search,0.001,,,,,,,,,,,"Connor, Kumar",2008,https://citeseerx.ist.psu.edu/document?repid=rep1&type=pdf&doi=cefc2eca176f490d1c6a09d689262da37a326b13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
49,Nearest Neighbor Search,1,k Nearest Neighbors Search,,,,,,,,,,Gavrilova,2002,https://link.springer.com/article/10.1023/A:1014310721543,,,,,,,,$O(\log{n} \log)$,$O(\log{n} \log)$,,,$O(n)$,,,,,,,,EREW PRAM,110,,,,,,,,,,,,,,,$n/ \log{n}$,,,,,,,,,,,,,,,,,,,,,,,,,,,,
49,Nearest Neighbor Search,1,,,,,,,,,,,"Graf, Kamakoti, Janaki Latha, Pandu Rangan",1997,https://ieeexplore.ieee.org/abstract/document/634483,,,,,,,,$O(\log{n})$,$O(\log{n})$,,,$O(n \log{n})$,,,,,,,,CREW PRAM,120,,,,,,,,,,,,,,,$O(n)$,,,,,,,,,,,,,,,,,,,,,,,,,,,,
49,Nearest Neighbor Search,0.001,,,,,,,,,,,"KNN-MR (map reduce) - Kim, Kim, Shim",2016,https://ieeexplore.ieee.org/abstract/document/7840662,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50,Coset Enumeration,0.001,Coset Enumeration,,,,,,,,,,"Cooperman, Grinberg",2002,https://www.sciencedirect.com/science/article/pii/S0747717102905237,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50,Coset Enumeration,0.001,Coset Enumeration,,,,,,,,,,"Cooperman, Grinberg",2001,https://dl.acm.org/doi/abs/10.1145/384101.384113,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50,Coset Enumeration,0.001,Coset Enumeration,,,,,,,,,,Harris,2003,https://scholarworks.lib.csusb.edu/etd-project/2432/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50,Coset Enumeration,0,Coset Enumeration,,,,,,,,,,"Cooperman, Havas",1997,https://link.springer.com/chapter/10.1007/3540761691_3,,,,,,,,,,,,,,,,,,,,SMP machine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50,Coset Enumeration,0,Coset Enumeration,,,,,,,,,,"Akl, Labonte, Leeder, Qui",1991,https://www.sciencedirect.com/science/article/pii/0166218X91900769,,,,,,,,,,,,,,,,,,,,CRCW PRAM,130,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50,Coset Enumeration,0,Coset Enumeration,,,,,,,,,,"Havas, Ramsay",2000,https://www.worldscientific.com/doi/abs/10.1142/9789812791962_0004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
54,Voronoi Diagrams,1,Constuct Voronoi Diagram,,,,1,1,O(log^3 n),,,[https://dl.acm.org/doi/10.5555/909732 Chow (1980)],Chow,1980,https://dl.acm.org/doi/10.5555/909732,,,,,,,,O(log^3 n),O(log^3 n),,https://dl.acm.org/doi/10.5555/909732,O(n log^3 n),,,no,n: number of points,n,,,CREW PRAM?,,,,,,,,,,0,,0,,0,1,O(n),,0,0,,,,,,,,,,,,,,,,,,,,,,,,,
54,Voronoi Diagrams,1,Constuct Voronoi Diagram of Line Segments,,,,1,1,O(log^2 n),,,"[https://core.ac.uk/download/pdf/4951553.pdf Goodrich, Ó'Dúnlaing, Yap [Section 3] (1985)]","Goodrich, Ó'Dúnlaing, Yap [Section 3]",1985,https://core.ac.uk/download/pdf/4951553.pdf,,,,,,,,O(log^2 n),O(log^2 n),,https://core.ac.uk/download/pdf/4951553.pdf,O(n log^2 n),,,no,n: number of points,n,,,CREW PRAM,120,,,,,,,,,0,,0,,0,1,O(n),,0,0,,,,,,,,,,,,,,,,,,,,,,,,,
54,Voronoi Diagrams,1,Constuct Voronoi Diagram of Line Segments,,,,1,1,O(log n),,,"[https://core.ac.uk/download/pdf/4951553.pdf Goodrich, Ó'Dúnlaing, Yap [Section 4] (1985)]","Goodrich, Ó'Dúnlaing, Yap [Section 4]",1985,https://core.ac.uk/download/pdf/4951553.pdf,,,,,,,,O(log n),O(log n),,https://core.ac.uk/download/pdf/4951553.pdf,O(n^(1+eps) log n),,,no,"n: number of points
eps: any positive real number",n,,,CREW PRAM,120,,,,,,,,,0,,0,,0,1,O(n^(1+eps)),,0,0,,,,,,,,,,,,,,,,,,,,,,,,,
54,Voronoi Diagrams,1,Constuct Voronoi Diagram,,,,1,1,O(log^2 n),,,"[https://dl.acm.org/doi/10.1145/41958.41980 Dadoun, Kirkpatrick (1987)]","Dadoun, Kirkpatrick",1987,https://dl.acm.org/doi/10.1145/41958.41980,,,,,,,,O(log^2 n),O(log^2 n),,https://dl.acm.org/doi/10.1145/41958.41980,O(n log^2 n),,,no,n: number of points,n,,,CREW PRAM,120,,,,,,,,,0,,0,,0,1,O(n),,0,0,,,,,,,,,,,,,,,,,,,,,,,,,
54,Voronoi Diagrams,1,Constuct Voronoi Diagram,,,,1,1,O(log^2 n),,,"[https://link.springer.com/content/pdf/10.1007/BF01762120.pdf Aggarwal, Chazelle, Guibas, Ó'Dúnlaing, Yap (1988)]","Aggarwal, Chazelle, Guibas, Ó'Dúnlaing, Yap",1988,https://link.springer.com/content/pdf/10.1007/BF01762120.pdf,,,,,,,,O(log^2 n),O(log^2 n),,https://link.springer.com/content/pdf/10.1007/BF01762120.pdf,O(n log^2 n),,,no,n: number of points,n,,,CREW PRAM,120,,,,,,,,,0,,0,,0,1,O(n),,0,0,,,"""Shamos (1977)"" gave reductions from Voronoi diagrams to other geometric proximity problems, including closest pair",,,,,,,,,,,,,,,,,,,,,,
54,Voronoi Diagrams,0,,,,,,,,,,,"Cole, Goodrich, Ó'Dúnlaing ",1990,https://link.springer.com/chapter/10.1007/BFb0032049,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
54,Voronoi Diagrams,0,,,,,,,,,,,"Vemuri, Varadarajan, Mayya",1992,https://dl.acm.org/doi/pdf/10.1145/140901.141924,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
54,Voronoi Diagrams,0,,,,,,,,,,,"Levcopoulos, Katajainen, Lingas",1988,https://link.springer.com/chapter/10.1007/3-540-19487-8_21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55,Variance Calculations,1,,452,,0,1,1,O(log n),Any distribution of values?,(need to read entire input),[http://i.stanford.edu/pub/cstr/reports/cs/tr/79/773/CS-TR-79-773.pdf Chan's algorithm Parallel Implementation (1979)],Chan's algorithm Parallel Implementation,1979,http://i.stanford.edu/pub/cstr/reports/cs/tr/79/773/CS-TR-79-773.pdf,,,,0,0,2,n: 2,O(\log n),$O(\log n)$,,https://dbs.ifi.uni-heidelberg.de/files/Team/eschubert/publications/SSDBM18-covariance-authorcopy.pdf,$O(n\log n)$,,https://dbs.ifi.uni-heidelberg.de/files/Team/eschubert/publications/SSDBM18-covariance-authorcopy.pdf,no,n: number of values,n,,,EREW PRAM,110,words,3,n: 3,O(1) per processor,"Each processor maintains O(1) information related to count, mean, M2",1,0,,0,,0,,0,1,O(n),,0,0,https://dbs.ifi.uni-heidelberg.de/files/Team/eschubert/publications/SSDBM18-covariance-authorcopy.pdf,,,,,,,,,,,,1,,,,,,,,,6,,,Numerical Analysis
55,Variance Calculations,0.001,,,,0,1,1,O(log n)?,,,[https://ieeexplore.ieee.org/abstract/document/5289161 Bennett et. al (2009)],Bennett et. al,2009,https://ieeexplore.ieee.org/abstract/document/5289161,,,,0,0,2,n: 2,O(log n)?,O(log n)?,,https://ieeexplore.ieee.org/abstract/document/5289161,O(n log n),,https://ieeexplore.ieee.org/abstract/document/5289161,no,n: number of values,n,,,EREW PRAM?,,words,3,n: 3,O(1) per processor,"Each processor maintains O(1) information related to count, mean, M2",1,0,,0,,0,,0,1,O(n),,0,0,,,,,,,,,,,,,1,,,,,,,,,6,,,Numerical Analysis
55,Variance Calculations,0.001,,,,0,1,1,O(log n)?,,,"[https://dl.acm.org/doi/abs/10.1145/3221269.3223036 Schubert, Gertz (2018)]","Schubert, Gertz",2018,https://dl.acm.org/doi/abs/10.1145/3221269.3223036,,,,0,0,2,n: 2,O(log n)?,O(log n)?,,https://dl.acm.org/doi/abs/10.1145/3221269.3223036,O(n log n),,https://dl.acm.org/doi/abs/10.1145/3221269.3223036,no,n: number of values,n,,,EREW PRAM?,,words,3,n: 3,O(1) per processor,"Each processor maintains O(1) information related to count, mean, M2",1,0,,0,,0,,0,1,O(n),,0,0,,,,,,,,,,,,,1,,,,,,,,,6,,,Numerical Analysis
56,Topological Sorting,0.001,Topological Sorting,,,,1,1,,,,[https://dl.acm.org/doi/10.1145/368996.369025 Kahn (1962)],Kahn,1962,https://dl.acm.org/doi/10.1145/368996.369025,,,,0,0,#N/A,V: 2,,,,,,,,,,,,,,,words,#N/A,V: 5,O(V^2)??,"Their n*n*n cube setup seems to only require each processor to keep track of one entry A[i, j], B[i, j] and propagates the results across the structure, only requiring O(1) auxiliary space per processor. Comparison sorting can be done easily with O(1) auxiliary space per processor.",1,0,,0,,0,,0,1,,,0,0,,,,,,,,,,,,,,,,,,,,,,6,,,Combinatorics
56,Topological Sorting,1,Topological Sorting,455,,,1,1,O( log² V),,,[https://www.proquest.com/docview/920003939?pq-origsite=gscholar&fromopenview=true Dekel; Nassimi & Sahni Parallel Implementation  (1981)],Dekel; Nassimi & Sahni Parallel Implementation ,1981,https://www.proquest.com/docview/920003939?pq-origsite=gscholar&fromopenview=true,,,,0,0,2,V: 2,O(\log^2 V),$O(\log^2 V)$,,https://www.proquest.com/docview/920003939?fromopenview=true&pq-origsite=gscholar&parentSessionId=sFqBaY3zmnfUFqEv4cfbNEqD%2FS7jMtMwgheB67Bgqws%3D,$O(V^3\log^2 V)$?,,https://www.proquest.com/docview/920003939?fromopenview=true&pq-origsite=gscholar&parentSessionId=sFqBaY3zmnfUFqEv4cfbNEqD%2FS7jMtMwgheB67Bgqws%3D,no,"V: number of vertices
E: number of edges",V,,,"PRAM (not sure what type), SIMD computers?",,words,5,V: 5,O(V^2)??,"Their n*n*n cube setup seems to only require each processor to keep track of one entry A[i, j], B[i, j] and propagates the results across the structure, only requiring O(1) auxiliary space per processor. Comparison sorting can be done easily with O(1) auxiliary space per processor.",1,0,,0,,0,,0,1,O(V^3)?,,0,0,,,,,,,,,,,,,,,,,,,,,,6,,,Combinatorics
56,Topological Sorting,1,Topological Sorting,,,,1,1,O(p),,,[https://academic.oup.com/comjnl/article/26/4/293/377400 Er (1983)],Er,1983,https://academic.oup.com/comjnl/article/26/4/293/377400,,,,,,,,O(p),O(p),,https://academic.oup.com/comjnl/article/26/4/293/377400,O(np)?,,,no,"n: number of vertices
m: number of edges
p: length of longest path from sink to source",n,,,SIMD,,,,,,,,,,0,,0,,0,1,O(n)?,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,
56,Topological Sorting,2,Topological Sorting,,,,1,1,O( log² n),,,"[https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=581703 Ma, Iwama, Takaoka, Gu (1991)]","Ma, Iwama, Takaoka, Gu",1991,https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=581703,,,,0,0,#N/A,V: 2,O(\log^2 n),$O(\log^2 n)$,2,https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=581703,$O(M(n)logn)$,,https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=581703,no,"n: number of vertices,
M(n) - number of processors needed to multiply two n x n matrices; currently equal to n^\omega the matrix multiplication runnint time.



",n,,,PRAM - CREW,120,words,#N/A,V: 5,O(V^2)??,"Their n*n*n cube setup seems to only require each processor to keep track of one entry A[i, j], B[i, j] and propagates the results across the structure, only requiring O(1) auxiliary space per processor. Comparison sorting can be done easily with O(1) auxiliary space per processor.",1,0,,0,,0,,0,1,O(M(n) / logn),,0,0,,,,,,,,,,,,,,,,,,,,,,6,,,Combinatorics
56,Topological Sorting,2,Topological Sorting,,,,1,1,O(1),,,"[https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=581703 Ma, Iwama, Takaoka, Gu (1991)]","Ma, Iwama, Takaoka, Gu",1991,https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=581703,,,,0,0,#N/A,V: 2,O(log n),O(1),0,https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=581703,$O(n^3)$,30,https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=581703,no,n: number of vertices,n,,,PARBS,,words,#N/A,V: 5,O(V^2)??,"Their n*n*n cube setup seems to only require each processor to keep track of one entry A[i, j], B[i, j] and propagates the results across the structure, only requiring O(1) auxiliary space per processor. Comparison sorting can be done easily with O(1) auxiliary space per processor.",1,0,,0,,0,,0,1,O(n^3),30,0,0,,,,,,,,,,,,,,,,,,,,,,6,,,Combinatorics
56,Topological Sorting,0.001,Topological Sorting,,,,1,1,O(log n),,,[https://www.semanticscholar.org/paper/Parallel-algorithms%3A-design-and-analysis-Chaudhuri/b839df4f1527853960e4979d2066fbb07e3debe5 Chaudhuri (1992)],Chaudhuri,1992,https://www.semanticscholar.org/paper/Parallel-algorithms%3A-design-and-analysis-Chaudhuri/b839df4f1527853960e4979d2066fbb07e3debe5,,,,0,0,#N/A,V: 2,O(log n),O(log n),,https://www.semanticscholar.org/paper/Parallel-algorithms%3A-design-and-analysis-Chaudhuri/b839df4f1527853960e4979d2066fbb07e3debe5,$O(n^3 logn)$,,https://www.semanticscholar.org/paper/Parallel-algorithms%3A-design-and-analysis-Chaudhuri/b839df4f1527853960e4979d2066fbb07e3debe5,no,n: number of vertices,n,,,CRCW PRAM,130,words,#N/A,V: 5,O(V^2)??,"Their n*n*n cube setup seems to only require each processor to keep track of one entry A[i, j], B[i, j] and propagates the results across the structure, only requiring O(1) auxiliary space per processor. Comparison sorting can be done easily with O(1) auxiliary space per processor.",1,0,,0,,0,,0,1,O(n^3)?,,0,0,,,,,,,,,,,,,,,,,,,,,,6,,,Combinatorics
56,Topological Sorting,1,Topological Sorting,,,,1,1,O(log n),,,"[https://link.springer.com/article/10.1023/A:1022080713267 Li, Pan, Shen (2003)]","Li, Pan, Shen",2003,https://link.springer.com/article/10.1023/A:1022080713267,,,,,,,,O(log n),O(log n),,https://link.springer.com/article/10.1023/A:1022080713267,O(n^3),,,no,"n: number of vertices
m: number of edges",n,,,CRCW PRAM,130,,,,,,,,,0,,0,,0,1,O(n^3/log n),,0,0,,,,,,,,,,,,,,,,,,,,,,,,,
56,Topological Sorting,1,Topological Sorting,,,,,,,,,[https://dl.acm.org/doi/pdf/10.1145/1378533.1378560 Schudy (2008)],Schudy,2008,https://dl.acm.org/doi/pdf/10.1145/1378533.1378560,,,,,,,,O(t poly(log n)),O((n^2/m)^(1/3)),,https://dl.acm.org/doi/pdf/10.1145/1378533.1378560,O(m)?,,,no,"n: number of vertices
m: number of edges",n,,,CRCW PRAM?,,,,,,,,,,1,Las Vegas,0,,0,1,mn/t^2,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,
56,Topological Sorting,0.001,Topological Sorting on Radial Network Topology Graphs,,,,,,O(p)?,,,"[https://link.springer.com/chapter/10.1007/978-981-10-5828-8_39 Saxena, Jain, Sharma (2018)]","Saxena, Jain, Sharma",2018,https://link.springer.com/chapter/10.1007/978-981-10-5828-8_39,,,,,,,,O(p)?,O(p)?,,https://link.springer.com/chapter/10.1007/978-981-10-5828-8_39,,,,,"n: number of vertices
m: number of edges
p: length of longest path from sink to source",n,,,CUDA?,,,,,,,,,,0,,0,,0,1,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,
58,Lowest Common Ancestor,1,,,,,1,1,O(ceil(m/(nK)) log n + n/K),,,"[https://epubs.siam.org/doi/abs/10.1137/0213036 Tsin, Chin (1984)]","Tsin, Chin",1984,https://epubs.siam.org/doi/abs/10.1137/0213036,,,,0,0,,,O(ceil(m/(nK)) log n + n/K),O(log n),,https://epubs.siam.org/doi/abs/10.1137/0213036,O(m log n + n^2)?,,,,"n: number of vertices
m: number of total number of op.s (queries, links, cuts)
K: processor parameter",n,,,SIMD,,words,O(n) total (auxiliary?),n: 3,https://www.proquest.com/docview/919780720?pq-origsite=gscholar&fromopenview=true,,,,,0,,0,,0,1,nK,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,Combinatorics
58,Lowest Common Ancestor,1,,,,,1,1,O(ceil((n+m)/p) log n),,,[https://ieeexplore.ieee.org/abstract/document/1676830 Tsin [Section 3] (1986)],Tsin [Section 3],1986,https://ieeexplore.ieee.org/abstract/document/1676830,,,,,,,,O(ceil((n+m)/p) log n),O(log n),,,O(n^2)?,,,no,"n: number of vertices
m: number of total number of op.s (queries, links, cuts)
p: number of processors",n,,,SIMD,,words,O(n) total (auxiliary?),n: 3,https://www.proquest.com/docview/919780720?pq-origsite=gscholar&fromopenview=true,,,,,0,,0,,0,1,p,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,Combinatorics
58,Lowest Common Ancestor,1,,,,,1,1,O(n^2/p + log n),,,[https://ieeexplore.ieee.org/abstract/document/1676830 Tsin [Section 4] (1986)],Tsin [Section 4],1986,https://ieeexplore.ieee.org/abstract/document/1676830,,,,,,,,O(n^2/p + log n),O(log n),,,O(n^2)?,,,no,"n: number of vertices
m: number of total number of op.s (queries, links, cuts)
p: number of processors",n,,,SIMD,,words,O(n) total (auxiliary?),n: 3,https://www.proquest.com/docview/919780720?pq-origsite=gscholar&fromopenview=true,,,,,0,,0,,0,1,p,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,Combinatorics
58,Lowest Common Ancestor,1,Lowest Common Ancestor with Static Trees,,,,1,1,O(m+log(n)),,,[https://epubs.siam.org/doi/abs/10.1137/0217079?journalCode=smjcat Schieber; Vishkin [Parallel] (1988)],Schieber; Vishkin [Parallel],1988,https://epubs.siam.org/doi/abs/10.1137/0217079?journalCode=smjcat,,,,0,0,,,O(m+log(n)),$O(m+\log(n))$,,https://epubs.siam.org/doi/epdf/10.1137/0217079,$O(m+n)$,,https://epubs.siam.org/doi/epdf/10.1137/0217079,no,"n: number of vertices
m: number of total number of op.s (queries, links, cuts)",n,,,EREW PRAM,110,words,O(n) total (auxiliary?),n: 3,https://www.proquest.com/docview/919780720?pq-origsite=gscholar&fromopenview=true,,,,,0,,0,,0,1,O(n/log n),,0,0,,,,,,,,,,,,,,,,,,,,,,,,,Combinatorics
58,Lowest Common Ancestor,1,,,,,1,1,O(m*alpha(n)),,,"[https://apps.dtic.mil/sti/tr/pdf/ADA227803.pdf Berkman, Vishkin (1990)]","Berkman, Vishkin",1990,https://apps.dtic.mil/sti/tr/pdf/ADA227803.pdf,,,,0,0,,,O(m*alpha(n)),O(m*alpha(n)),,https://apps.dtic.mil/sti/tr/pdf/ADA227803.pdf,O(m + n),,https://apps.dtic.mil/sti/tr/pdf/ADA227803.pdf,no,"n: number of vertices
m: number of total number of op.s (queries, links, cuts)",n,,,Common CRCW PRAM,132,words,O(n) total (auxiliary?),n: 3,https://www.proquest.com/docview/919780720?pq-origsite=gscholar&fromopenview=true,,,,,0,,0,,0,1,O(n)?,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,Combinatorics
58,Lowest Common Ancestor,1,All-Pairs LCA,,,,1,1,O(log n),,,"[https://link.springer.com/chapter/10.1007/3-540-54029-6_194 Lin, Olariu (1991)]","Lin, Olariu",1991,https://link.springer.com/chapter/10.1007/3-540-54029-6_194,,,,0,0,,,O(log n),O(log n),,https://link.springer.com/chapter/10.1007/3-540-54029-6_194,O(n^2),,https://link.springer.com/chapter/10.1007/3-540-54029-6_194,yes,n: number of vertices,n,,,EREW PRAM,110,words,O(n) total (auxiliary?),n: 3,https://www.proquest.com/docview/919780720?pq-origsite=gscholar&fromopenview=true,,,,,0,,0,,0,1,O(n^2/log n),,0,0,,,,,,,,,,,,,,,,,,,,,,,,,Combinatorics
58,Lowest Common Ancestor,1,All-Pairs LCA,,,,1,1,O(log n),,,[https://www.sciencedirect.com/science/article/pii/002001909190082S Lin (1991)],Lin,1991,https://www.sciencedirect.com/science/article/pii/002001909190082S,,,,0,0,,,O(log n),O(log n),,https://www.sciencedirect.com/science/article/pii/002001909190082S,O(n^2)?,,,no,n: number of vertices,n,,,PARBS,,words,O(n) total (auxiliary?),n: 3,https://www.proquest.com/docview/919780720?pq-origsite=gscholar&fromopenview=true,,,,,0,,0,,0,1,O(n^2),,0,0,,,,,,,,,,,,,,,,,,,,,,,,,Combinatorics
58,Lowest Common Ancestor,1,Single-Pair LCA,,,,1,1,O(log n),,,"[https://ieeexplore.ieee.org/abstract/document/288276 Das, Halverson, Min (1994)]","Das, Halverson, Min",1994,https://ieeexplore.ieee.org/abstract/document/288276,,,,0,0,,,O(log n),O(log n),,https://ieeexplore.ieee.org/abstract/document/288276,O(n),,,no,n: number of vertices,n,,,EREW PRAM,110,words,O(n) total (auxiliary?),n: 3,https://www.proquest.com/docview/919780720?pq-origsite=gscholar&fromopenview=true,,,,,0,,0,,0,1,O(n/log n),,0,0,,,,,,,,,,,,,,,,,,,,,,,,,Combinatorics
58,Lowest Common Ancestor,1,,,,,1,1,"O(m/p + r log p + min(m, r log n))",,,[https://link.springer.com/chapter/10.1007/3-540-58218-5_28 Schenk (1994)],Schenk,1994,https://link.springer.com/chapter/10.1007/3-540-58218-5_28,,,,0,0,,,"O(m/p + r log p + min(m, r log n))",O(m/n + r log n)?,,,O(m + r)?,,,no,"n: number of vertices
m: number of total number of op.s (queries, links, cuts)
p: number of processors
r: number of rounds",n,,,CREW PRAM,120,words,O(n) total (auxiliary?),n: 3,https://www.proquest.com/docview/919780720?pq-origsite=gscholar&fromopenview=true,,,,,0,,0,,0,1,p,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,Combinatorics
58,Lowest Common Ancestor,0.001,,,,,1,1,,,,[https://academic.oup.com/proteincell/article/3/2/148/6874195 Zhao et. al. (2012)],Zhao et. al.,2012,https://academic.oup.com/proteincell/article/3/2/148/6874195,,,,0,0,,,,,,,,,,,"n: number of vertices
m: number of total number of op.s (queries, links, cuts)",n,,,,,words,O(n) total (auxiliary?),n: 3,https://www.proquest.com/docview/919780720?pq-origsite=gscholar&fromopenview=true,,,,,0,,0,,0,1,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,Combinatorics
58,Lowest Common Ancestor,0.001,Lowest Common Ancestor with Static Trees,,,,1,1,O(m*log(h)),,,[https://www.schoolofhaskell.com/user/edwardk/online-lca Kmett (2015)],Kmett,2015,https://www.schoolofhaskell.com/user/edwardk/online-lca,,,,0,0,,,O(m*log(h)),,,,,,,,"n: number of vertices
m: number of total number of op.s (queries, links, cuts)
h: height of tree",,,,Word RAM,,words,,,,,,,,0,,0,,0,1,O(n/log n),,0,0,,,Has an implimentation.,,,,,,,,,,,,,,,,,,,,,,Combinatorics
60,Clique Problems,0.001,"Enumerating Maximal Cliques, arbitrary graph",478,,,1,1,O(3^{(n/3)}) total work? (previously this cell said O(n^4)),,,[https://arxiv.org/pdf/1801.00202.pdf Segundo; Artieda;  Strash Parallel (2011)],Segundo; Artieda;  Strash Parallel,2011,https://arxiv.org/pdf/1801.00202.pdf,,,,0,-,8,n: 8,$O(3^{(n/3)})$ total work? (previously this cell said $O(n^4)$),,,,,,,,"n: number of vertices
m: number of edges",n,,,Word RAM with bit parallelism,,words,5,n: 5,O(n^2) auxiliary??,Keep track of an O(n)-sized recursive stack with O(n)-sized lists as elements? (this algo builds off of Bron-Kerbosch),1,0,,0,,0,,0,1,,,0,0,,,,,,,,,,,,,,,,,,,,,,1,,,Combinatorics
60,Clique Problems,1,"Enumerating Maximal Cliques, arbitrary graph",,,,,,,,,,"Dahlhaus, Karpinski",1988,https://link.springer.com/chapter/10.1007/3-540-19487-8_16,,,,,,,,$O(\log^3{nM})$,$O(\log^3{nM})$,,,$O(M^6 n^2 \log^3{nM})$,,,,"$n$: number of vertices
 $M$: number of cliques",,,,CREW PRAM,120,,,,,,,,,,,,,,1,$O(M^6 n^2)$,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60.4,Clique Problems,0.001,Max-Weight k-Clique,,,,,,,,,,"Lee, Funabiki, Cho, Takefuji",1991,https://www.researchgate.net/profile/Yoshiyasu-Takefuji/publication/224650097_A_parallel_neural_network_computing_for_the_maximum_clique_problem/links/5b41ee69458515f71cb18f5d/A-parallel-neural-network-computing-for-the-maximum-clique-problem.pdf,,,,,,,,,,,,,,,,,,,,maximum neural network (a new proposed model for large scale clique problems),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60.4,Clique Problems,0.001,Max-Weight k-Clique,,,,,,,,,,Lin,1993,https://ieeexplore.ieee.org/abstract/document/394285,,,,,,,,,,,,,,,,,,,,maximum neural network,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60.4,Clique Problems,0.001,Max-Weight k-Clique,,,,,,,,,,"Pardalos, Rappe, Resende",1998,https://link.springer.com/chapter/10.1007/978-1-4613-3279-4_18,,,,,,,,,,,,,,,,,,,,MPI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60.4,Clique Problems,0.001,Max-Weight k-Clique,,,,,,,,,,"Wang, Tang, Cao",2003,https://ieeexplore.ieee.org/abstract/document/6790173,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
