 ,Family Name,Looked at?,Variation,Algo ID,Algorithm Description,Final Call,Exact Problem Statement?,Exact?,Time Complexity (Average),Average Case Distribution,Reference?,,Algorithm Name,Year,Paper/Reference Link,Constants,Derived?,Paper Reference for Constants,Time Complexity Improvement?,Transition Class,Time Complexity Class,Param: Time Class,Time Complexity (Worst Only),Parallel Algorithm Span/Depth,Span Encoding (T_1),Parallel Algorithm Span References,Parallel Algorithm Work,Work Encoding (T_inf),Parallel Algorithm Work References,Reference mentions work efficiency?,Parameter definitions,Preferred Parameter,Time Complexity Reference,Derived Time Complexity?,Computational Model,Model Encoding,Unit of Space,Space Complexity Class,Param: Space Class,Space Complexity (Auxiliary),Space Complexity Reference,Derived Space Complexity?,Space Complexity in Original Paper?,Interesting Space Complexity?,Randomized?,"Type of Randomized Algorithm (e.g. Las Vegas, Monte Carlo, Atlantic City)",Approximate?,Approximation Factor (if approximate algorithm),Heuristic-based?,Parallel?,"# of
Processors",# of Proc Encoding,Quantum?,GPU-based?,Other References,Problem Statement,Title,Authors,Notes,"Algorithm family
parameters",Description of Inputs,Ratios of input parameter sizes,Space n = 1000 value,Space n = 1000 rate,Space n = 10^6 value,Space n = 10^6 rate,Space n = 10^9 value,Space n = 10^9 rate,n = 1000 value,n = 1000 scale,n = 1000 Rate,n = 10^6 value,n = 10^6 scale,n = 10^6 Rate,n = 10^9 value,n = 10^9 scale,n = 10^9 Rate,Starting Complexity,Remarks,Papers for ratio evaluations,Domains
62,Poisson Problem,1,2-Dimensional Poisson Problem,,,,1,1,O(log n),,,"[https://link.springer.com/article/10.1007/BF02259647 Sameh, Chen, Kuck (1976)]","Sameh, Chen, Kuck",1976,https://link.springer.com/article/10.1007/BF02259647,,,,,,,,O(log n),O(log n),,https://link.springer.com/article/10.1007/BF02259647,O(n^2 log n),,,no,n: dimension of grid (where grid is discretized),n,,,shared memory MIMD,300,words,,,,,,,,0,,0,,0,1,O(n^2),,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
62,Poisson Problem,0.001,2-Dimensional Poisson Problem,,,,1,1,O(log n)?,,,[https://www.osti.gov/servlets/purl/6623927#page=104 Grosch (1978)],Grosch,1978,https://www.osti.gov/servlets/purl/6623927#page=104,,,,,,,,O(log n)?,O(log n)?,,,O(n^2 log n)?,,,no,n: dimension of grid (where grid is discretized),n,,,"""array computer""??",,words,,,,,,,,0,,0,,0,1,O(n^2),,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
62,Poisson Problem,1,2-Dimensional Poisson Problem,,,,1,1,O(log n),,,[https://www.sciencedirect.com/science/article/pii/S016781918490293X Vatjersic (1984)],Vatjersic,1984,https://www.sciencedirect.com/science/article/pii/S016781918490293X,,,,,,,,O(log n),O(log n),,https://www.sciencedirect.com/science/article/pii/S016781918490293X,O(n^2 log n),,,no,n: dimension of grid (where grid is discretized),n,,,SIMD,200,words,,,,,,,,0,,0,,0,1,O(n^2),,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
62,Poisson Problem,0.001,"2-Dimensional Poisson Problem, on Disk",,,,1,1,O((n^2 log n)/p + np),,,"[https://www.sciencedirect.com/science/article/abs/pii/S0021999101967208 Borges, Daripa (2001)]","Borges, Daripa",2001,https://www.sciencedirect.com/science/article/abs/pii/S0021999101967208,,,,,,,,O((n^2 log n)/p + np),O(n sqrt(n log n)),,,O(n^2 log n)?,,,,"n: dimension of grid (where grid is discretized)
p: number of processors",n,,,"""distributed and shared models""",,words,,,,,,,,0,,0,,0,1,p,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
62,Poisson Problem,0.001,2-Dimensional Poisson Problem,,,,1,1,O(log n)?,,,"[https://onlinelibrary.wiley.com/doi/full/10.1002/num.20556 Xu, Wang (2011)]","Xu, Wang",2011,https://onlinelibrary.wiley.com/doi/full/10.1002/num.20556,,,,,,,,O(log n)?,O(log n)?,,,O(n^2 log n)?,,,no,n: dimension of grid (where grid is discretized),n,,,MIMD?,,words,,,,,,,,0,,0,,0,1,O(n^2),,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
62,Poisson Problem,0.001,2-Dimensional Poisson Problem,,,,1,1,,,,"[https://www.sciencedirect.com/science/article/pii/S0021999114007256 Notay, Napov (2015)]","Notay, Napov",2015,https://www.sciencedirect.com/science/article/pii/S0021999114007256,,,,,,,,,,,,,,,,n: dimension of grid (where grid is discretized),n,,,,,words,,,,,,,,0,,0,,0,1,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
62,Poisson Problem,1,2-Dimensional Poisson Problem,,,,1,1,O(n log n)?,,,[https://www.dynamicpublishers.com/Neural/NPSC2015/14-npsc-267-276.pdf Chen (2015)],Chen,2015,https://www.dynamicpublishers.com/Neural/NPSC2015/14-npsc-267-276.pdf,,,,,,,,O(n log n)?,O(n log n)?,,,O(n^2 log n)?,,,no,n: dimension of grid (where grid is discretized),n,,,networked computers,700,words,,,,,,,,0,,0,,0,1,O(n),,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
63,Poisson Problem,1,3-Dimensional Poisson Problem,,,,1,1,O((n^3 log n)/p)?,,,"[https://journals.sagepub.com/doi/abs/10.1177/109434200101500104 Giraud, Guivarch, Stein (2001)]","Giraud, Guivarch, Stein",2001,https://journals.sagepub.com/doi/abs/10.1177/109434200101500104,,,,,,,,O((n^3 log n)/p)?,O(n^2 log n)?,,,O(n^3 log n)?,,,no,"n: dimension of grid (where grid is discretized)
p: number of processors",n,,,distributed memory,700,words,,,,,,,,0,,0,,0,1,p,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
63,Poisson Problem,0.001,3-Dimensional Poisson Problem,,,,1,1,O((n^3 log n)/p)?,,,"[https://ieeexplore.ieee.org/abstract/document/5452414 Ament, Knittel, Weiskopf, Strasser (2010)]","Ament, Knittel, Weiskopf, Strasser",2010,https://ieeexplore.ieee.org/abstract/document/5452414,,,,,,,,O((n^3 log n)/p)?,O(n^2 log n)?,,,O(n^3 log n)?,,,no,"n: dimension of grid (where grid is discretized)
p: number of processors",n,,,SIMD,,words,,,,,,,,0,,0,,0,1,p,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
63,Poisson Problem,0.001,3-Dimensional Poisson Problem,,,,1,1,O((n^3 log n)/p)?,,,"[https://www.sciencedirect.com/science/article/abs/pii/S0010465511001809 Budiardja, Cardall (2011)]","Budiardja, Cardall",2011,https://www.sciencedirect.com/science/article/abs/pii/S0010465511001809,,,,,,,,O((n^3 log n)/p)?,O(n^2 log n)?,,,O(n^3 log n)?,,,no,"n: dimension of grid (where grid is discretized)
p: number of processors",n,,,CREW PRAM with MPI?,,words,,,,,,,,0,,0,,0,1,p,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
63,Poisson Problem,0.001,3-Dimensional Poisson Problem,,,,1,1,O(n^2 log n)?,,,"[https://citeseerx.ist.psu.edu/document?repid=rep1&type=pdf&doi=224bb1891102e79342f861507c4122d07be1b571#page=242 Zhao Ning, Wang XuBen (2012)]","Zhao Ning, Wang XuBen",2012,https://citeseerx.ist.psu.edu/document?repid=rep1&type=pdf&doi=224bb1891102e79342f861507c4122d07be1b571#page=242,,,,,,,,O(n^2 log n)?,O(n^2 log n)?,,,O(n^3 log n)?,,,no,n: dimension of grid (where grid is discretized),n,,,CUDA?,,words,,,,,,,,0,,0,,0,1,O(n),,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
64,Delaunay Triangulation,1,2-Dimensional Delaunay Triangulation,,,,1,1,O(log^2 n),,,"[https://link.springer.com/content/pdf/10.1007/BF01762120.pdf Aggarwal, Chazelle, Guibas, Ó'Dúnlaing, Yap (1988)]","Aggarwal, Chazelle, Guibas, Ó'Dúnlaing, Yap",1988,https://link.springer.com/content/pdf/10.1007/BF01762120.pdf,,,,,,,,O(log^2 n),O(log^2 n),2,https://link.springer.com/article/10.1007/PL00008262,O(n log^2 n)?,,,no,n: number of points,n,,,CREW PRAM,120,,,,,,,,,0,,0,,0,1,O(n),,0,0,,,,,"""Shamos (1977)"" gave reductions from Voronoi diagrams to other geometric proximity problems, including closest pair",,,,,,,,,,,,,,,,,,,,,,
54,Voronoi Diagrams,1,2-Dimensional Delaunay Triangulation,,,,1,1,O(log^2 n),,,"[https://link.springer.com/chapter/10.1007/BFb0032049 Cole, Goodrich, Ó'Dúnlaing (1990)]","Cole, Goodrich, Ó'Dúnlaing",1990,https://link.springer.com/chapter/10.1007/BFb0032049,,,,,,,,O(log^2 n),O(log^2 n),2,https://link.springer.com/article/10.1007/PL00008262,O(n log n),,https://link.springer.com/article/10.1007/PL00008262,yes,n: number of points,n,,,CREW PRAM,120,,,,,,,,,0,,0,,0,1,O(n/log n),,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
64,Delaunay Triangulation,0.001,,,,,1,1,O(n),,,"[ Saxena, Bhatt, Prasad (1986)]","Saxena, Bhatt, Prasad",1986,,,,,,,,,O(n),O(n),10,https://link.springer.com/chapter/10.1007/3-540-18099-0_45,O(n log n),,,,n: number of points,n,,,CREW PRAM,120,,,,,,,,,0,,,,0,1,O(log n),,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
64,Delaunay Triangulation,0.001,,,,,1,1,O(log n log log n),,,"[ Saxena, Bhatt, Prasad (1986)]","Saxena, Bhatt, Prasad",1986,,,,,,,,,O(log n log log n),O(log n log log n),1.1,https://link.springer.com/chapter/10.1007/3-540-18099-0_45,O(n^2 log n log log n),,,,n: number of points,n,,,CREW PRAM,120,,,,,,,,,0,,,,0,1,O(n^2),,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
64,Delaunay Triangulation,0.001,,,,,1,1,O(log log n),,,"[ Saxena, Bhatt, Prasad (1986)]","Saxena, Bhatt, Prasad",1986,,,,,,,,,O(log log n),O(log log n),0.1,https://link.springer.com/chapter/10.1007/3-540-18099-0_45,O(n^3 log log n),,,,n: number of points,n,,,CREW PRAM,120,,,,,,,,,0,,,,0,1,O(n^3),,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
64,Delaunay Triangulation,0.001,,,,,1,1,O(1),,,"[ Saxena, Bhatt, Prasad (1986)]","Saxena, Bhatt, Prasad",1986,,,,,,,,,O(1),O(1),0,https://link.springer.com/chapter/10.1007/3-540-18099-0_45,O(n^4),,,,n: number of points,n,,,common CRCW PRAM,132,,,,,,,,,0,,,,0,1,O(n^4),,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
64,Delaunay Triangulation,1,2D,,,,,,O(nlogn),,,"[Blelloch, G., Miller, G., Hardwick, J. et al. Design and Implementation of a Practical Parallel Delaunay Algorithm . Algorithmica 24, 243–269 (1999). https://doi.org/10.1007/PL00008262 Belloch et al. (1999)]",Belloch et al.,1999,"Blelloch, G., Miller, G., Hardwick, J. et al. Design and Implementation of a Practical Parallel Delaunay Algorithm . Algorithmica 24, 243–269 (1999). https://doi.org/10.1007/PL00008262",,,,,,,,$O(\log^3 n)$,$O(\log^3 n)$,3,https://link.springer.com/article/10.1007/PL00008262,$O(n\log n)$,,https://link.springer.com/article/10.1007/PL00008262,,n: number of points,n,,,CREW PRAM,120,,,,,,,,,0,,,,0,1,$O(n/\log n)$,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
64,Delaunay Triangulation,1,2-Dimensional Delaunay Triangulation,524,,,1,1,O(nlogn),,,"[https://web.archive.org/web/20180425231851/https://www.cs.cmu.edu/~ygu1/paper/SPAA16/Incremental.pdf Belloch, Gu, Shun, Sun (2006)]","Belloch, Gu, Shun, Sun",2006,https://web.archive.org/web/20180425231851/https://www.cs.cmu.edu/~ygu1/paper/SPAA16/Incremental.pdf,,,,0,0,4,n: 4,$O(\log^2 n)$,$O(\log^2 n)$,2,https://web.archive.org/web/20180425231851/https://www.cs.cmu.edu/~ygu1/paper/SPAA16/Incremental.pdf,$O(n\log n)$,,https://web.archive.org/web/20180425231851/https://www.cs.cmu.edu/~ygu1/paper/SPAA16/Incremental.pdf,yes,n: number of points,n,,,CRCW PRAM,130,words,3,n: 3,O(n),"Keep track of triangles in current triangulation, based on which points have been added so far and which triangles to remove (see other incremental algos)",1,0,,1,Las Vegas?,0,,0,1,$O(n/\log n)$,,0,0,,,,,,,,,,,,,,,9965,,,,,,,,,4,,,Combinatorics
64,Delaunay Triangulation,0.001,2-Dimensional Delaunay Triangulation,,,,,,O((n/p)^2 + (n/p) log p)?,,,"[https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=574023 Lee, Park, Park (1997)]","Lee, Park, Park",1997,https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=574023,,,,,,,,O((n/p)^2 + (n/p) log p)?,O(log n)?,,,O(n^2)?,,,no,"n: number of points
p: number of processors",n,,,CREW PRAM? (TRAM??),120,,,,,,,,,0,,0,,0,1,p,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
64,Delaunay Triangulation,1,2-Dimensional Delaunay Triangulation,,,,,,O((n log n log p)/p),,,[https://dl.acm.org/doi/pdf/10.1145/258492.258516 Hardwick (1997)],Hardwick,1997,https://dl.acm.org/doi/pdf/10.1145/258492.258516,,,,,,,,O((n log n log p)/p),O(log^2 n),,,O(n log n),,,no,"n: number of points
p: number of processors",n,,,CREW PRAM,120,,,,,,,,,0,,0,,0,1,p,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
64,Delaunay Triangulation,0.001,2-Dimensional Delaunay Triangulation,,,,,,O((n/p)^2 + (n/p) log p)?,,,"[https://onlinelibrary.wiley.com/doi/epdf/10.1111/1467-8659.1230129 Cignoni, Montani, Perego, Scopigno (1993)]","Cignoni, Montani, Perego, Scopigno",1993,https://onlinelibrary.wiley.com/doi/epdf/10.1111/1467-8659.1230129,,,,,,,,O((n/p)^2 + (n/p) log p)?,O(log n)?,,,O(n^2)?,,,no,"n: number of points
p: number of processors",n,,,MIMD,300,,,,,,,,,0,,0,,0,1,p,,0,0,https://onlinelibrary.wiley.com/doi/abs/10.1002/cpe.4330070106,,,,,,,,,,,,,,,,,,,,,,,,,,
64,Delaunay Triangulation,0.001,3-Dimensional Delaunay Triangulation,,,,,,poly(log n)?,,,"[https://dl.acm.org/doi/pdf/10.1145/169627.169667 Teng, Sullivan, Beichl, Puppo (1993)]","Teng, Sullivan, Beichl, Puppo",1993,https://dl.acm.org/doi/pdf/10.1145/169627.169667,,,,,,,,O(n)?,O(n)?,,,O(n^2)?,,,no,n: number of points,n,,,CREW PRAM?,120,,,,,,,,,0,,0,,0,1,O(n),,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
64,Delaunay Triangulation,0.001,2-Dimensional Delaunay Triangulation,,,,,,,,,"[https://dl.acm.org/doi/abs/10.1145/984952.984966 Kohout, Kolingerova (2003)]","Kohout, Kolingerova",2003,https://dl.acm.org/doi/abs/10.1145/984952.984966,,,,,,,,,,,,,,,,n: number of points,n,,,,,,,,,,,,,0,,0,,0,1,,,0,0,https://www.sciencedirect.com/science/article/pii/S0167819105000323,,,,,,,,,,,,,,,,,,,,,,,,,,
64,Delaunay Triangulation,0.001,2-Dimensional Delaunay Triangulation,,,,,,O((n/p)^2 + (n/p) log p)?,,,[https://www.sciencedirect.com/science/article/pii/S0168874X12001473 Lo (2012)],Lo,2012,https://www.sciencedirect.com/science/article/pii/S0168874X12001473,,,,,,,,O((n/p)^2 + (n/p) log p)?,O(log n)?,,,O(n^2)?,,,no,"n: number of points
p: number of processors",n,,,CREW PRAM?,120,,,,,,,,,0,,0,,0,1,p,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
64,Delaunay Triangulation,0.001,3-Dimensional Delaunay Triangulation,,,,,,O((n/p)^2 + (n/p) log p)?,,,[https://www.sciencedirect.com/science/article/pii/S0045782512001570 Lo (2012)],Lo,2012,https://www.sciencedirect.com/science/article/pii/S0045782512001570,,,,,,,,O((n/p)^2 + (n/p) log p)?,O(log n)?,,,O(n^2)?,,,no,"n: number of points
p: number of processors",n,,,CREW PRAM?,120,,,,,,,,,0,,0,,0,1,p,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
64,Delaunay Triangulation,0.001,,,,,,,,,,"[https://link.springer.com/chapter/10.1007/978-3-642-41905-8_4 Chen, Gotsman (2013)]","Chen, Gotsman",2013,https://link.springer.com/chapter/10.1007/978-3-642-41905-8_4,,,,,,,,,,,,,,,,n: number of points,n,,,,,,,,,,,,,0,,0,,0,1,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
64,Delaunay Triangulation,0.001,,,,,,,,,,"[https://www.sciencedirect.com/science/article/abs/pii/S0098300411000598 Wu, Guan, Gong (2011)]","Wu, Guan, Gong",2011,https://www.sciencedirect.com/science/article/abs/pii/S0098300411000598,,,,,,,,,,,,,,,,n: number of points,n,,,,,,,,,,,,,0,,0,,0,1,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
64,Delaunay Triangulation,1,2-Dimensional Delaunay Triangulation,,,,,,O(log^3 n),,,"[https://link.springer.com/article/10.1007/PL00008262 Blelloch, Miller, Hardwick, Talmor (1999)]","Blelloch, Miller, Hardwick, Talmor",1999,https://link.springer.com/article/10.1007/PL00008262,,,,,,,,O(log^3 n),O(log^3 n),,,O(n log n),,,yes,n: number of points,n,,,CREW PRAM,120,,,,,,,,,0,,0,,0,1,O(n)?,,0,0,https://dl.acm.org/doi/pdf/10.1145/237218.237357,,,,,,,,,,,,,,,,,,,,,,,,,,
64,Delaunay Triangulation,1,2-Dimensional Delaunay Triangulation,,,,,,O(log n),,,"[https://dl.acm.org/doi/10.1145/73007.73045 Reif, Sen (1989)]","Reif, Sen",1989,https://dl.acm.org/doi/10.1145/73007.73045,,,,,,,,O(log n),O(log n),,https://dl.acm.org/doi/10.1145/73007.73045,O(n log n),,https://dl.acm.org/doi/10.1145/73007.73045,yes,n: number of points,n,,,CREW PRAM,120,,,,,,,,,1,Las Vegas,0,,0,1,O(n),,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
64,Delaunay Triangulation,0.001,2-Dimensional Delaunay Triangulation,,,,,,O((n/p) log(n/p) + (n/p) log p)?,,,[https://www.tandfonline.com/doi/full/10.1080/15481603.2014.946666 Wu et al. (2014)],Wu et al.,2014,https://www.tandfonline.com/doi/full/10.1080/15481603.2014.946666,,,,,,,,O((n/p) log(n/p) + (n/p) log p)?,O(log n)?,,,O(n log n)?,,,no,"n: number of points
p: number of processors",n,,,CREW PRAM?,120,,,,,,,,,0,,0,,0,1,p,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
64,Delaunay Triangulation,0.001,Spherical Delaunay Triangulation,,,,,,,,,"[https://onlinelibrary.wiley.com/doi/full/10.1002/cpe.3971 Prill, Zangl (2016)]","Prill, Zangl",2016,https://onlinelibrary.wiley.com/doi/full/10.1002/cpe.3971,,,,,,,,,,,,,,,,n: number of points,n,,,,,,,,,,,,,0,,0,,0,1,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
64,Delaunay Triangulation,0.001,d-Dimensional Delaunay Triangulation,,,,,,O(n^(ceil(d/2))/p)?,,,"[https://epubs.siam.org/doi/abs/10.1137/1.9781611974768.17 Funke, Sanders (2017)]","Funke, Sanders",2017,https://epubs.siam.org/doi/abs/10.1137/1.9781611974768.17,,,,,,,,O(n^(ceil(d/2))/p)?,O(n^(ceil(d/2))/p)?,,,O(n^(ceil(d/2)))?,,,no,"n: number of points
d: dimension of space
p: number of processors",n,,,,,,,,,,,,,0,,0,,0,1,p,,0,0,https://link.springer.com/chapter/10.1007/978-3-030-29400-7_12#Sec6,,,,,,,,,,,,,,,,,,,,,,,,,,
64,Delaunay Triangulation,0.001,"2-Dimensional Delaunay Triangulation, Spherical Delaunay Triangulation",,,,,,,,,[https://gmd.copernicus.org/articles/6/1353/2013/ Jacobsen et al. (2013)],Jacobsen et al.,2013,https://gmd.copernicus.org/articles/6/1353/2013/,,,,,,,,,,,,,,,,n: number of points,n,,,,,,,,,,,,,0,,0,,0,1,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
64,Delaunay Triangulation,0.001,2-Dimensional Delaunay Triangulation,,,,,,O((n/p) log(n/p) + (n/p) log p)?,,,"[https://ieeexplore.ieee.org/abstract/document/1183458 Chen, Chuang, Wu (2002)]","Chen, Chuang, Wu",2002,https://ieeexplore.ieee.org/abstract/document/1183458,,,,,,,,O((n/p) log(n/p) + (n/p) log p)?,O(log n)?,,,O(n log n)?,,,,"n: number of points
p: number of processors",n,,,MPI,700,,,,,,,,,0,,0,,0,1,p,,0,0,https://onlinelibrary.wiley.com/doi/abs/10.1002/cpe.1007,,,,,,,,,,,,,,,,,,,,,,,,,,
64,Delaunay Triangulation,0.001,,,,,,,,,,"[https://dl.acm.org/doi/abs/10.1145/3221269.3223034 Nguyen, Rhodes [TIPP] (2018)]","Nguyen, Rhodes [TIPP]",2018,https://dl.acm.org/doi/abs/10.1145/3221269.3223034,,,,,,,,,,,,,,,,n: number of points,n,,,,,,,,,,,,,0,,0,,0,1,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
64,Delaunay Triangulation,0.001,,,,,,,,,,"[https://arxiv.org/pdf/2308.06484 Hadiniya, Ghodsi (2023)]","Hadiniya, Ghodsi",2023,https://arxiv.org/pdf/2308.06484,,,,,,,,,,,,,,,,n: number of points,n,,,,,,,,,,,,,0,,0,,0,1,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
64,Delaunay Triangulation,0.001,Dynamic 3-Dimensional Delaunay Triangulation,,,,,,,,,"[https://link.springer.com/chapter/10.1007/978-3-642-24734-7_1 Fonteinos, Chrisochoides (2011)]","Fonteinos, Chrisochoides",2011,https://link.springer.com/chapter/10.1007/978-3-642-24734-7_1,,,,,,,,,,,,,,,,n: number of points,n,,,,,,,,,,,,,0,,0,,0,1,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
65,De Novo Genome Assembly,0.001,,,,,,,,,,,"Georganas, Buluc, Chapman, Oliker, Rokhsar, Yelick",2014,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7013023,,,,,,,,,,,,,,,,,,,,MPP - Cray XC30 supercomputer,700,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
65,De Novo Genome Assembly,0.001,,,,,,,,,,,"Jackson, Schnable, Aluru (YAGA)",2009,https://link.springer.com/content/pdf/10.1186/1471-2105-10-S1-S14.pdf,,,,,,,,O(g/p),O(log g),,https://bmcbioinformatics.biomedcentral.com/articles/10.1186/1471-2105-15-S9-S2,O(g),,,,"g: size of genome
n: number of nodes in the graph",,,,IBM Blue Gene/L,700,,,,,,,,,0,,,"""1% error rate is expected with current technology""",,,p <= g/log g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
65,De Novo Genome Assembly,0.001,,,,,,,,,,,"Liu, Pande, Meyerhenke, Bader",2013,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6226376,,,,,,,,,,,,O(n log l) + O(n^2) + O(?),,,,,,,,shared memory,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
65,De Novo Genome Assembly,0.001,,,,,,,,,,,"Simpson, Wong, Jackman, Schein, Jones, Birol (ABySS)",2009,https://genome.cshlp.org/content/19/6/1117.full.pdf,,,,,,,,,O(log g),,https://bmcbioinformatics.biomedcentral.com/articles/10.1186/1471-2105-15-S9-S2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
65,De Novo Genome Assembly,0.001,,,,,,,,,,,"Liu, Schmidt, Maskell (PASHA)",2011,https://link.springer.com/content/pdf/10.1186/1471-2105-12-354.pdf,,,,,,,,,O(log g),,https://bmcbioinformatics.biomedcentral.com/articles/10.1186/1471-2105-15-S9-S2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
65,De Novo Genome Assembly,0.001,,,,,,,,,,,"Meng, Seo, Balaji, Wei, Wang, Feng",2016,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7573818,,,,,,,,O(log log g),,,https://bmcbioinformatics.biomedcentral.com/articles/10.1186/1471-2105-15-S9-S2,O(n log log g)?,,,,"g: size of genome
n: number of nodes in the graph",,,,shared memory,,,,,,,,,,,,,,,,p <= length of longest path d_max,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
65,De Novo Genome Assembly,0.001,,,,,,,,,,,"Li, Zhu, Ruan, Qian, Fang, Shi, Li, Li, Shan, Kristiansen, Li, Yang, Wang, Wang",2010,https://genome.cshlp.org/content/20/2/265.full.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
65,De Novo Genome Assembly,0.001,,,,,,,,,,,"Guidi, Selvitopi, Ellis, Oliker, Yelick, Buluc (ELBA)",2021,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9460463,,,,,,,,,,,,,,,,,,,,distributed memory,700,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
66,The Subset-Sum Problem,1,Subset Sum,,,,1,1,O(n*2^(n/2)),,,[https://ieeexplore.ieee.org/document/1676456 Karnin (1984)],Karnin,1984,https://ieeexplore.ieee.org/document/1676456,,,,0,0,4,n: 4,O(n*2^(n/2)),O(n*2^(n/2)),,https://onlinelibrary.wiley.com/doi/pdf/10.1002/cpe.3201,O(n*2^(2n/3)),,https://www.sciencedirect.com/science/article/pii/S0377221705008258,no,"n: the number of integers in the set
t: target sum",n,,,VLSI,600,words,3,n: 3,O(n),"Keep track of triangles in current triangulation, based on which points have been added so far and which triangles to remove (see other incremental algos)",1,0,,0,,0,,0,1,O(2^(n/6)),,0,0,,,,,,,,,,,,,,,9965,,,,,,,,,4,,,Combinatorics
66,The Subset-Sum Problem,1,Subset Sum,,,,1,1,O(n*2^n/p)?,,,[https://link.springer.com/chapter/10.1007/3-540-52921-7_57 Djokić et al [enumeration of subsets] (1990)],Djokić et al [enumeration of subsets],1990,https://link.springer.com/chapter/10.1007/3-540-52921-7_57,,,,0,0,4,n: 4,O(n*2^n/p)?,O(n),10,,O(n*2^n)?,,,no,"n: the number of integers in the set
t: target sum
p: number of processors; 1≤p≤2^n",n,,,(shared memory? no communication),300,words,3,n: 3,O(n),"Keep track of triangles in current triangulation, based on which points have been added so far and which triangles to remove (see other incremental algos)",1,0,,0,,0,,0,1,p,,0,0,,,,,,,,,,,,,,,9965,,,,,,,,,4,,,Combinatorics
66,The Subset-Sum Problem,1,Subset Sum,,,,1,1,O(n*2^(n*eps/2)),,,[https://ieeexplore.ieee.org/document/73593 Ferreira (1991)],Ferreira,1991,https://ieeexplore.ieee.org/document/73593,,,,0,0,4,n: 4,O(n*2^(n*eps/2)),O(n),10,https://ieeexplore.ieee.org/document/73593,O(n*2^(n/2)),,,no,"n: the number of integers in the set
t: target sum
eps: processor parameter",n,,,CREW SIMD PRAM,120,words,3,n: 3,O(n),"Keep track of triangles in current triangulation, based on which points have been added so far and which triangles to remove (see other incremental algos)",1,0,,0,,0,,0,1,O(n*2^(n*(1-eps)/2)),,0,0,,,,,,,,,,,,,,,9965,,,,,,,,,4,,,Combinatorics
